AverageWordLength,TypeTokenRatio,RootTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
4.655118,0.537008,13.532172,10.864865,-141.034998,8.974684,19.162162,15.413043,2.135135,1.717391,0.717391,0.392405,0.673913,0.164557,0.282609,1.243243,2,3.434783,0.282609,37,19.162162,79.891892,0.442105,0.326316,0.15,0.081579,0.41129,20.975806,3.238503,0.535966,Intermediate
4.820847,0.584691,14.488061,10.606061,-140.978464,11.793103,20.727273,19,1.757576,1.611111,0.611111,0.37931,0.611111,0.362069,0.583333,1.090909,2.137931,3.444444,0.583333,33,20.727273,89.69697,0.487805,0.279133,0.168022,0.065041,0.514563,27.271845,3.692685,0.539474,Intermediate
4.954688,0.564063,14.269778,10.848485,-150.027568,13.203704,21.606061,20.371429,1.636364,1.542857,0.514286,0.388889,0.6,0.333333,0.514286,1.060606,3.611111,5.571429,0.514286,33,21.606061,96.090909,0.467866,0.272494,0.177378,0.082262,0.481132,24.537736,3.502694,0.545582,Intermediate
4.777336,0.543738,17.245998,10.178571,-154.901236,13.927711,20.642857,20.280702,1.482143,1.45614,0.491228,0.337349,0.491228,0.337349,0.491228,1.017857,3.289157,4.789474,0.491228,56,20.642857,87.25,0.614238,0.233444,0.124172,0.028146,0.503546,35.751773,4.227988,0.522491,Intermediate
4.569378,0.545455,13.658164,13.428571,-175.455063,10.606061,25,25,2.357143,2.357143,1.25,0.530303,1.25,0.212121,0.5,1,2.924242,6.892857,0.5,28,25,102.321429,0.464497,0.331361,0.14497,0.059172,0.473214,25.080357,3.541211,0.482857,Intermediate
5.044811,0.629717,12.966666,10.076923,-139.213525,12.1,18.615385,19.36,1.538462,1.6,0.52,0.325,0.52,0.375,0.6,0.961538,3.325,5.32,0.6,26,18.615385,83.192308,0.524345,0.247191,0.179775,0.048689,0.636364,26.727273,3.655631,0.551653,Intermediate
5.25,0.547078,13.578117,12.269231,-191.356054,13.313725,26.115385,23.413793,1.961538,1.758621,0.655172,0.372549,0.655172,0.156863,0.275862,1.115385,4.058824,7.137931,0.275862,26,26.115385,125.307692,0.548387,0.248139,0.141439,0.062035,0.53,28.09,3.747666,0.59352,Intermediate
4.264179,0.5,12.942179,9.863636,-118.657738,8.62069,17.045455,10.714286,1.977273,1.242857,0.614286,0.37931,0.471429,0.195402,0.242857,1.590909,1.344828,1.671429,0.242857,44,17.045455,64.931818,0.338028,0.411268,0.146479,0.104225,0.39726,23.041096,3.394193,0.473333,Intermediate
5.015748,0.549606,13.849643,12.692308,-195.001987,11.8,27.230769,24.413793,2.307692,2.068966,0.965517,0.466667,0.965517,0.35,0.724138,1.115385,3.066667,6.344828,0.724138,26,27.230769,122.807692,0.503896,0.264935,0.137662,0.093506,0.558824,31.852941,3.990798,0.543785,Intermediate
4.639889,0.549861,14.77481,10.463415,-147.941868,9.329545,20.02439,16.755102,2.146341,1.795918,0.714286,0.340909,0.612245,0.159091,0.285714,1.195122,1.818182,3.265306,0.285714,41,20.02439,81.707317,0.436916,0.327103,0.154206,0.081776,0.435714,26.578571,3.645447,0.521315,Intermediate
5.188272,0.54321,13.827866,12.035714,-179.442205,14.117647,25.714286,24,1.821429,1.7,0.7,0.411765,0.7,0.372549,0.633333,1.071429,4.196078,7.133333,0.633333,28,25.714286,120.071429,0.576271,0.249395,0.116223,0.058111,0.475728,23.31068,3.413992,0.573611,Intermediate
4.360875,0.466586,13.385399,12.763158,-155.430813,10.77381,23.815789,18.854167,2.210526,1.75,0.833333,0.404762,0.708333,0.166667,0.291667,1.263158,1.952381,3.416667,0.291667,38,23.815789,94.447368,0.413793,0.364224,0.146552,0.075431,0.343195,19.905325,3.154784,0.512707,Intermediate
4.567145,0.559322,15.490292,10.272727,-140.851884,11.164557,20.045455,16.333333,1.795455,1.462963,0.592593,0.329114,0.481481,0.126582,0.185185,1.227273,2.64557,3.87037,0.185185,44,20.045455,79.613636,0.474388,0.30735,0.140312,0.077951,0.456522,28.76087,3.792154,0.50907,Intermediate
4.805288,0.514423,14.83823,10.765957,-139.21255,11.168675,19.723404,18.54,1.765957,1.66,0.64,0.373494,0.62,0.180723,0.3,1.06383,3.084337,5.12,0.3,47,19.723404,85.06383,0.509766,0.238281,0.171875,0.080078,0.434426,23.02459,3.392977,0.552319,Intermediate
4.735185,0.506481,16.64468,11.321429,-232.142637,12.894737,21.875,23.557692,1.696429,1.826923,0.615385,0.4,0.730769,0.315789,0.576923,0.928571,4.778947,8.730769,0.576923,56,21.875,91.75,0.467692,0.298462,0.166154,0.067692,0.463918,41.752577,4.569058,0.530612,Intermediate
5.125,0.559211,13.788821,11.413793,-165.428613,12.545455,23.793103,22.258065,1.896552,1.774194,0.774194,0.436364,0.774194,0.345455,0.612903,1.068966,3.527273,6.258065,0.612903,29,23.793103,107.724138,0.539773,0.278409,0.139205,0.042614,0.489796,23.510204,3.428571,0.510145,Intermediate
5.244009,0.577342,12.369141,11.666667,-153.517033,10.479167,20.958333,17.344828,2,1.655172,0.62069,0.375,0.62069,0.1875,0.310345,1.208333,2.395833,3.965517,0.310345,24,20.958333,100.291667,0.503521,0.285211,0.123239,0.088028,0.506173,20.753086,3.221264,0.564612,Intermediate
4.68438,0.544283,13.563473,12.692308,-191.949197,14.244898,26.846154,23.266667,1.884615,1.633333,0.7,0.326531,0.533333,0.306122,0.5,1.153846,4.040816,6.6,0.5,26,26.846154,113.730769,0.529891,0.252717,0.13587,0.081522,0.494624,22.752688,3.372884,0.527221,Intermediate
4.97903,0.537353,14.842997,13,-160.412896,10,22.702703,22.702703,2.27027,2.27027,1.162162,0.511905,1.162162,0.261905,0.594595,1,2.059524,4.675676,0.594595,37,22.702703,102.675676,0.442765,0.341253,0.12311,0.092873,0.411392,26.740506,3.656536,0.55119,Intermediate
4.831058,0.556314,13.466936,11.928571,-154.296137,11.491228,23.392857,20.46875,2.035714,1.78125,0.875,0.45614,0.8125,0.210526,0.375,1.142857,3.035088,5.40625,0.375,28,23.392857,101.107143,0.494118,0.3,0.129412,0.076471,0.460784,21.656863,3.290658,0.519084,Intermediate
4.87642,0.579545,15.377079,9.6875,-116.190501,11.25,16.875,14.727273,1.5,1.309091,0.345455,0.25,0.327273,0.194444,0.254545,1.145833,2.861111,3.745455,0.254545,48,16.875,71.520833,0.536471,0.277647,0.115294,0.070588,0.491525,28.508475,3.775478,0.524691,Intermediate
4.536705,0.548124,13.570912,11.37037,-181.416452,13.62,25.222222,18.916667,1.851852,1.388889,0.472222,0.34,0.472222,0.26,0.361111,1.333333,2.76,3.833333,0.361111,27,25.222222,103.592593,0.489736,0.272727,0.152493,0.085044,0.537634,26.88172,3.666178,0.500734,Intermediate
4.77381,0.574405,14.890273,10.972222,-147.889192,13.22807,20.944444,19.333333,1.583333,1.461538,0.410256,0.368421,0.538462,0.315789,0.461538,1.083333,3.754386,5.487179,0.461538,36,20.944444,89.111111,0.488722,0.310777,0.120301,0.080201,0.5,31,3.937004,0.529178,Intermediate
4.973978,0.611524,14.184197,11.916667,-187.92149,13.042553,25.541667,24.52,1.958333,1.88,0.92,0.446809,0.84,0.319149,0.6,1.041667,3.170213,5.96,0.6,24,25.541667,111.833333,0.497006,0.290419,0.122754,0.08982,0.484536,22.773196,3.374403,0.544861,Intermediate
4.545024,0.547393,15.902696,10.608696,-148.34627,10.77907,20.152174,17.166667,1.869565,1.592593,0.648148,0.383721,0.611111,0.093023,0.148148,1.173913,2.05814,3.277778,0.148148,46,20.152174,83.391304,0.470356,0.302372,0.160079,0.067194,0.48366,35.79085,4.230298,0.545847,Intermediate
4.991317,0.591896,15.559093,10.351351,-148.634099,11.478261,21.405405,20.842105,1.864865,1.815789,0.526316,0.289855,0.526316,0.217391,0.394737,1.027027,2.73913,4.973684,0.394737,37,21.405405,93.432432,0.501149,0.255172,0.177011,0.066667,0.504505,28.252252,3.758474,0.549242,Intermediate
4.498201,0.530576,12.510787,10.545455,-129.523244,10.964912,18.939394,17.857143,1.727273,1.628571,0.714286,0.421053,0.685714,0.22807,0.371429,1.060606,1.526316,2.485714,0.371429,33,18.939394,75.787879,0.470588,0.321981,0.105263,0.102167,0.432692,19.471154,3.120189,0.5168,Intermediate
4.737271,0.633401,14.035234,11.458333,-173.280149,11.285714,23.041667,23.041667,2.041667,2.041667,0.833333,0.469388,0.958333,0.22449,0.458333,1,3.469388,7.083333,0.458333,24,23.041667,96.916667,0.543624,0.275168,0.120805,0.060403,0.52439,22.54878,3.357736,0.538879,Intermediate
4.816901,0.56162,13.384943,10.7,-139.617904,12.959184,21.166667,19.84375,1.633333,1.53125,0.5625,0.346939,0.53125,0.22449,0.34375,1.066667,4.183673,6.40625,0.34375,30,21.166667,91.2,0.501408,0.278873,0.138028,0.08169,0.464646,21.373737,3.269078,0.559055,Intermediate
4.775281,0.546816,12.636076,11.8,-162.598877,12.723404,23.92,22.148148,1.88,1.740741,0.814815,0.446809,0.777778,0.297872,0.518519,1.08,3.361702,5.851852,0.518519,25,23.92,102,0.578073,0.229236,0.13289,0.059801,0.521739,18.782609,3.064524,0.503344,Intermediate
4.513219,0.562986,14.275886,13.76,-198.111905,13.226415,28.04,26.961538,2.12,2.038462,0.884615,0.433962,0.884615,0.188679,0.384615,1.04,5.358491,10.923077,0.384615,25,28.04,116.08,0.580729,0.25,0.114583,0.054688,0.5625,30.375,3.897114,0.547789,Intermediate
4.522634,0.530864,14.333333,11.5,-159.201903,11.779412,22.25,16.6875,1.888889,1.416667,0.541667,0.367647,0.520833,0.191176,0.270833,1.333333,2.617647,3.708333,0.270833,36,22.25,91.583333,0.458034,0.338129,0.088729,0.115108,0.475177,31.836879,3.989792,0.520599,Intermediate
4.647309,0.552408,14.677844,11.833333,-150.38424,11.746269,21.861111,19.675,1.861111,1.675,0.55,0.343284,0.575,0.164179,0.275,1.111111,3.074627,5.15,0.275,36,21.861111,91.361111,0.459016,0.313817,0.154567,0.0726,0.522388,36.567164,4.275931,0.542567,Intermediate
4.550955,0.592357,10.496587,12.357143,-160.004259,19.222222,24.714286,24.714286,1.285714,1.285714,0.714286,0.444444,0.571429,0.611111,0.785714,1,5.055556,6.5,0.785714,14,24.714286,102.071429,0.571429,0.262857,0.137143,0.028571,0.673913,20.891304,3.231973,0.50578,Intermediate
4.957865,0.536517,14.316055,12.058824,-163.770715,11.787879,22.882353,19.948718,1.941176,1.692308,0.615385,0.333333,0.564103,0.363636,0.615385,1.147059,2.681818,4.538462,0.615385,34,22.882353,103.823529,0.434988,0.29078,0.184397,0.089835,0.536585,35.414634,4.208006,0.543702,Intermediate
5.097484,0.509434,12.847436,12.354839,-159.335617,11.095238,22.548387,20.558824,2.032258,1.852941,0.882353,0.444444,0.823529,0.206349,0.382353,1.096774,2.968254,5.5,0.382353,31,22.548387,104.580645,0.468828,0.276808,0.17207,0.082294,0.441441,21.630631,3.288665,0.573677,Intermediate
4.875481,0.554557,15.478006,11.2,-180.995204,13.5,25.457143,18.957447,1.885714,1.404255,0.361702,0.242424,0.340426,0.318182,0.446809,1.342857,3.681818,5.170213,0.446809,35,25.457143,109.428571,0.494867,0.234086,0.162218,0.10883,0.482456,26.535088,3.642464,0.546577,Intermediate
4.905405,0.560811,15.255703,12.657143,-171.25976,14.633333,25.085714,23.72973,1.714286,1.621622,0.675676,0.416667,0.675676,0.516667,0.837838,1.057143,3.5,5.675676,0.837838,35,25.085714,107.142857,0.474501,0.308204,0.155211,0.062084,0.453237,28.553957,3.778489,0.513667,Intermediate
4.656085,0.530864,12.640812,13.034483,-143.541935,9.952381,21.62069,16.945946,2.172414,1.702703,0.72973,0.396825,0.675676,0.095238,0.162162,1.275862,2.365079,4.027027,0.162162,29,21.62069,91.034483,0.39441,0.360248,0.15528,0.090062,0.482759,27.034483,3.67658,0.513557,Intermediate
4.663391,0.528256,15.071492,11.565217,-134.099967,10.329545,19.76087,19.340426,1.913043,1.87234,0.829787,0.443182,0.829787,0.193182,0.361702,1.021739,2.579545,4.829787,0.361702,46,19.76087,82.695652,0.451965,0.344978,0.128821,0.074236,0.462025,33.727848,4.106571,0.50385,Intermediate
4.832168,0.446154,11.929924,10.463415,-142.75942,10.837838,19.560976,16.708333,1.804878,1.541667,0.5625,0.337838,0.520833,0.135135,0.208333,1.170732,2.22973,3.4375,0.208333,41,19.560976,84.268293,0.545673,0.269231,0.117788,0.067308,0.455357,23.223214,3.407581,0.518703,Intermediate
4.908623,0.544402,15.17504,11.128205,-159.325614,11.972603,22.410256,20.809524,1.871795,1.738095,0.571429,0.342466,0.595238,0.246575,0.428571,1.076923,3.219178,5.595238,0.428571,39,22.410256,97.820513,0.511828,0.255914,0.165591,0.066667,0.521008,32.302521,4.018863,0.532037,Intermediate
5.080569,0.604265,12.413206,9.85,-171.655051,16.862069,24.45,20.375,1.45,1.208333,0.416667,0.275862,0.333333,0.413793,0.5,1.2,3.137931,3.791667,0.5,20,24.45,107.6,0.598456,0.204633,0.127413,0.069498,0.603774,19.320755,3.108115,0.529652,Intermediate
4.638037,0.533742,15.237385,11.547619,-156.018652,12.857143,21.428571,17.647059,1.666667,1.372549,0.627451,0.4,0.54902,0.285714,0.392157,1.214286,2.214286,3.039216,0.392157,42,21.428571,90,0.482609,0.315217,0.095652,0.106522,0.503448,36.751724,4.286708,0.511111,Intermediate
4.557125,0.531451,14.833089,12.263158,-157.568276,9.608696,23.263158,21.047619,2.421053,2.190476,0.928571,0.402174,0.880952,0.108696,0.238095,1.105263,2.641304,5.785714,0.238095,38,23.263158,93.631579,0.445676,0.317073,0.152993,0.084257,0.468531,31.391608,3.961793,0.510181,Intermediate
4.905422,0.448928,12.641931,10.866667,-134.937226,10.607143,19.8,19.8,1.866667,1.866667,0.844444,0.428571,0.8,0.25,0.466667,1,2.845238,5.311111,0.466667,45,19.8,86.622222,0.544492,0.256356,0.146186,0.052966,0.396694,19.041322,3.085557,0.529742,Intermediate
4.684397,0.529551,15.402557,11.978261,-148.027905,10.52809,20.369565,18.019231,1.934783,1.711538,0.769231,0.404494,0.692308,0.157303,0.269231,1.130435,2.438202,4.173077,0.269231,46,20.369565,86.152174,0.500952,0.329524,0.104762,0.064762,0.50289,43.751445,4.677149,0.560299,Intermediate
5.366953,0.587983,12.692805,11.28,-151.38808,13.307692,20.76,18.535714,1.56,1.392857,0.535714,0.333333,0.464286,0.333333,0.464286,1.12,3.923077,5.464286,0.464286,25,20.76,100.04,0.50173,0.273356,0.134948,0.089965,0.56962,25.632911,3.580008,0.55684,Intermediate
4.873199,0.54611,14.386643,13.333333,-178.184459,10.364865,25.566667,23.96875,2.466667,2.3125,1.0625,0.405405,0.9375,0.216216,0.5,1.066667,2.756757,6.375,0.5,30,25.566667,112.733333,0.492754,0.304348,0.147343,0.055556,0.515873,33.531746,4.094615,0.539765,Intermediate
4.58156,0.553191,14.68825,9.978261,-117.449274,10.21519,17.543478,15.226415,1.717391,1.490566,0.433962,0.265823,0.396226,0.177215,0.264151,1.152174,2.455696,3.660377,0.264151,46,17.543478,70.195652,0.449029,0.347087,0.121359,0.082524,0.447552,28.643357,3.784399,0.510533,Intermediate
4.760965,0.538377,16.258635,9.202899,-108.22882,10.158416,14.869565,14.25,1.463768,1.402778,0.347222,0.247525,0.347222,0.217822,0.305556,1.043478,2.415842,3.388889,0.305556,69,14.869565,63.043478,0.522968,0.265018,0.134276,0.077739,0.473333,33.606667,4.099187,0.551657,Intermediate
5.126087,0.514493,13.514619,11.342857,-156.240213,11.818182,22.285714,20.526316,1.885714,1.736842,0.736842,0.393939,0.684211,0.333333,0.578947,1.085714,3.666667,6.368421,0.578947,35,22.285714,102.2,0.483945,0.252294,0.176606,0.087156,0.409091,18.409091,3.033899,0.558974,Intermediate
4.698433,0.501305,13.874484,10.488372,-137.195213,12.588235,19.906977,17.469388,1.581395,1.387755,0.346939,0.25,0.346939,0.176471,0.244898,1.139535,3.088235,4.285714,0.244898,43,19.906977,84.255814,0.54102,0.266075,0.124169,0.068736,0.45,24.3,3.485685,0.526869,Intermediate
4.522599,0.511299,13.604793,11.333333,-138.292441,10.48,20.153846,15.411765,1.923077,1.470588,0.627451,0.386667,0.568627,0.16,0.235294,1.307692,2.133333,3.137255,0.235294,39,20.153846,82.102564,0.488038,0.349282,0.107656,0.055024,0.383562,21.479452,3.277152,0.531807,Intermediate
5.039474,0.517544,13.535528,13.62963,-189.201098,11.029412,27.777778,22.727273,2.518519,2.060606,1.30303,0.573529,1.181818,0.147059,0.30303,1.222222,2.985294,6.151515,0.30303,27,27.777778,127.666667,0.47494,0.291169,0.162291,0.071599,0.459016,25.704918,3.585033,0.558667,Intermediate
4.812417,0.521797,14.356519,14.548387,-182.445201,11.479452,27.032258,25.393939,2.354839,2.212121,1.272727,0.547945,1.212121,0.30137,0.666667,1.064516,3.630137,8.030303,0.666667,31,27.032258,117.516129,0.461024,0.267261,0.195991,0.075724,0.525,33.075,4.066633,0.5358,Intermediate
4.663636,0.585455,13.730126,11.2,-131.330072,8.630137,18,17.027027,2.085714,1.972973,0.756757,0.383562,0.756757,0.136986,0.27027,1.057143,1.986301,3.918919,0.27027,35,18,73.371429,0.5,0.326471,0.117647,0.055882,0.423423,19.900901,3.154433,0.539683,Intermediate
4.831761,0.605346,15.266243,10.078947,-140.519049,11.698413,19.394737,17.139535,1.657895,1.465116,0.418605,0.301587,0.44186,0.396825,0.581395,1.131579,3.142857,4.604651,0.581395,38,19.394737,81.078947,0.553922,0.279412,0.117647,0.04902,0.491228,27.508772,3.708691,0.553596,Intermediate
4.910959,0.549658,13.283075,12.37931,-159.193607,9.3,22.448276,19.727273,2.413793,2.121212,1.060606,0.471429,1,0.114286,0.242424,1.137931,2.128571,4.515152,0.242424,29,22.448276,99.758621,0.465909,0.315341,0.139205,0.079545,0.441441,21.630631,3.288665,0.540707,Intermediate
4.595745,0.551257,12.534286,11.733333,-139.281045,9.285714,19.5,16.714286,2.1,1.8,0.771429,0.428571,0.771429,0.063492,0.114286,1.166667,1.777778,3.2,0.114286,30,19.5,79.333333,0.454829,0.333333,0.115265,0.096573,0.420561,18.925234,3.076137,0.548718,Intermediate
4.987952,0.545181,14.048325,13.2,-209.065675,12.929825,29.48,28.346154,2.28,2.192308,1.153846,0.491228,1.076923,0.438596,0.961538,1.04,4.333333,9.5,0.961538,25,29.48,132.48,0.486486,0.265356,0.179361,0.068796,0.416667,18.75,3.061862,0.552239,Intermediate
4.78602,0.526391,13.936938,11.612903,-180.632966,13.666667,25.129032,17.311111,1.83871,1.266667,0.688889,0.350877,0.444444,0.385965,0.488889,1.451613,3.964912,5.022222,0.488889,31,25.129032,108.225806,0.489311,0.287411,0.159145,0.064133,0.454545,25,3.535534,0.540436,Intermediate
4.944363,0.527086,13.775017,11.935484,-178.557838,12.142857,24.677419,21.25,2.032258,1.75,0.75,0.396825,0.694444,0.619048,1.083333,1.16129,3.333333,5.833333,1.083333,31,24.677419,108.935484,0.542857,0.271429,0.128571,0.057143,0.482456,26.535088,3.642464,0.54902,Intermediate
4.76943,0.467617,12.992674,11.947368,-151.462662,10.481928,22.894737,18.913043,2.184211,1.804348,0.782609,0.421687,0.76087,0.120482,0.217391,1.210526,2.433735,4.391304,0.217391,38,22.894737,97.315789,0.512304,0.279642,0.118568,0.089485,0.4,20,3.162278,0.513793,Intermediate
4.782609,0.56917,12.803162,11.68,-163.667636,10.218182,22.48,16.529412,2.2,1.617647,0.735294,0.4,0.647059,0.109091,0.176471,1.36,2.381818,3.852941,0.176471,25,22.48,97.12,0.543333,0.296667,0.113333,0.046667,0.561798,28.089888,3.747658,0.533808,Intermediate
5.144218,0.552381,14.975536,11.363636,-175.686972,13.508197,24.969697,24.235294,1.848485,1.794118,0.558824,0.327869,0.588235,0.442623,0.794118,1.030303,3.770492,6.764706,0.794118,33,24.969697,114.575758,0.527397,0.285388,0.109589,0.077626,0.52,33.8,4.110961,0.531553,Intermediate
4.973438,0.532813,13.479209,12.137931,-172.346591,10.671642,24.655172,19.324324,2.310345,1.810811,0.891892,0.462687,0.837838,0.179104,0.324324,1.275862,2.701493,4.891892,0.324324,29,24.655172,109.758621,0.51928,0.329049,0.100257,0.051414,0.414063,21.945313,3.3125,0.544056,Intermediate
4.835694,0.531161,14.113311,12.764706,-165.799144,12.483871,22.764706,21.5,1.823529,1.722222,0.75,0.435484,0.75,0.225806,0.388889,1.058824,3.403226,5.861111,0.388889,34,22.764706,100.411765,0.479358,0.291284,0.12844,0.100917,0.433071,23.818898,3.451007,0.563307,Intermediate
4.722222,0.509804,12.611853,12.212121,-132.237339,10.854839,20.393939,19.794118,1.878788,1.823529,0.705882,0.435484,0.794118,0.258065,0.470588,1.030303,2.225806,4.058824,0.470588,33,20.393939,87.575758,0.399425,0.350575,0.140805,0.109195,0.467213,26.631148,3.649051,0.517088,Intermediate
4.747036,0.512516,14.119805,11.428571,-144.346831,10.620253,19.97619,18.23913,1.880952,1.717391,0.847826,0.493671,0.847826,0.151899,0.26087,1.095238,2.202532,3.782609,0.26087,42,19.97619,85.97619,0.482301,0.325221,0.119469,0.073009,0.455782,30.537415,3.907519,0.538737,Intermediate
4.99505,0.511139,14.529289,10.357143,-165.746426,16.321429,21.761905,26.114286,1.333333,1.6,0.314286,0.267857,0.428571,0.410714,0.657143,0.833333,4.410714,7.057143,0.657143,42,21.761905,96.095238,0.525667,0.23614,0.166324,0.071869,0.513043,30.269565,3.890345,0.532823,Intermediate
5.18442,0.593005,14.872484,11.285714,-189.640666,15.866667,25.5,22.3125,1.607143,1.40625,0.46875,0.288889,0.40625,0.422222,0.59375,1.142857,5.155556,7.25,0.59375,28,25.5,116.75,0.503817,0.246819,0.175573,0.073791,0.56701,31.185567,3.94877,0.55042,Intermediate
4.636179,0.577236,12.803709,11.137931,-124.789813,9.892857,19.103448,17.870968,1.931034,1.806452,0.806452,0.410714,0.741935,0.125,0.225806,1.068966,2.571429,4.645161,0.225806,29,19.103448,78.655172,0.466165,0.349624,0.112782,0.071429,0.634409,37.430108,4.32609,0.480144,Intermediate
4.729519,0.56697,15.722562,10.0625,-127.066239,10.47619,18.333333,16.296296,1.75,1.555556,0.5,0.297619,0.462963,0.22619,0.351852,1.125,2.785714,4.333333,0.351852,48,18.333333,74.9375,0.490946,0.263581,0.144869,0.100604,0.450382,26.572519,3.645032,0.564773,Intermediate
4.695105,0.525874,14.061603,11.166667,-160.014292,12.246154,22.111111,20.410256,1.805556,1.666667,0.692308,0.369231,0.615385,0.215385,0.358974,1.083333,3.753846,6.25641,0.358974,36,22.111111,93.25,0.568807,0.245413,0.12844,0.057339,0.53271,30.364486,3.89644,0.547739,Intermediate
5.174684,0.537975,15.120821,12.645161,-200.115797,12.371429,27.935484,26.242424,2.258065,2.121212,1.121212,0.5,1.060606,0.5,1.060606,1.064516,2.885714,6.121212,1.060606,31,27.935484,131.870968,0.492126,0.283465,0.137795,0.086614,0.472222,32.111111,4.006938,0.586605,Intermediate
5.005329,0.550622,13.064942,11.111111,-161.14389,10.754386,22.703704,21.137931,2.111111,1.965517,0.931034,0.45614,0.896552,0.192982,0.37931,1.074074,3.491228,6.862069,0.37931,27,22.703704,104.37037,0.467647,0.267647,0.202941,0.061765,0.505495,23.252747,3.409747,0.554649,Intermediate
4.613497,0.51227,13.08045,10.583333,-135.586897,10.194444,20.388889,16.311111,2,1.6,0.8,0.402778,0.644444,0.236111,0.377778,1.25,1.666667,2.666667,0.377778,36,20.388889,83.555556,0.472527,0.335165,0.120879,0.071429,0.377049,17.344262,2.944848,0.495913,Intermediate
5.135776,0.672414,14.484236,9.709677,-129.243742,14.305556,16.612903,17.166667,1.16129,1.2,0.266667,0.222222,0.266667,0.333333,0.4,0.967742,4.25,5.1,0.4,31,16.612903,77.129032,0.501684,0.218855,0.195286,0.084175,0.615385,24.615385,3.508232,0.576699,Intermediate
4.490998,0.559738,13.835839,11.40625,-185.242519,10.424242,21.5,19.111111,2.0625,1.833333,0.75,0.409091,0.75,0.19697,0.361111,1.125,2.484848,4.555556,0.361111,32,21.5,85.75,0.486559,0.282258,0.145161,0.086022,0.47619,23.809524,3.450328,0.540698,Intermediate
4.489848,0.529188,14.85501,11.882353,-172.32262,11.075949,25.735294,19.021739,2.323529,1.717391,0.630435,0.329114,0.565217,0.189873,0.326087,1.352941,3,5.152174,0.326087,34,25.735294,104.058824,0.448718,0.286325,0.155983,0.108974,0.492537,32.507463,4.031592,0.534857,Intermediate
4.537893,0.537893,12.511067,9.243243,-118.843327,11.339623,16.243243,14.658537,1.432432,1.292683,0.341463,0.283019,0.365854,0.169811,0.219512,1.108108,2.849057,3.682927,0.219512,37,16.243243,66.297297,0.441088,0.268882,0.202417,0.087613,0.404494,14.561798,2.698314,0.550749,Intermediate
4.352273,0.47017,12.475032,11.583333,-145.268912,10.306667,21.472222,19.820513,2.083333,1.923077,0.897436,0.44,0.846154,0.2,0.384615,1.083333,2.48,4.769231,0.384615,36,21.472222,85.111111,0.415385,0.358974,0.151282,0.074359,0.414286,24.028571,3.466163,0.504528,Intermediate
4.42439,0.49878,14.2829,10.466667,-144.563536,10.258427,20.288889,16.303571,1.977778,1.589286,0.535714,0.337079,0.535714,0.202247,0.321429,1.244444,2.089888,3.321429,0.321429,45,20.288889,80.622222,0.459641,0.345291,0.123318,0.071749,0.506494,39.506494,4.444462,0.488499,Intermediate
4.494438,0.571075,16.243055,10.394737,-172.237303,13.522388,23.842105,17.423077,1.763158,1.288462,0.442308,0.283582,0.365385,0.358209,0.461538,1.368421,2.925373,3.769231,0.461538,38,23.842105,95.894737,0.576754,0.241228,0.114035,0.067982,0.590909,38.409091,4.382299,0.503311,Intermediate
5.048991,0.541787,14.272765,13.363636,-163.629712,9.948052,23.212121,21.277778,2.333333,2.138889,1.055556,0.493506,1.055556,0.207792,0.444444,1.090909,2.844156,6.083333,0.444444,33,23.212121,106.666667,0.465721,0.35461,0.085106,0.094563,0.406667,24.806667,3.521837,0.552219,Intermediate
4.923398,0.564067,15.114466,10.25,-162.447934,13.683333,22.805556,18.659091,1.666667,1.363636,0.340909,0.233333,0.318182,0.333333,0.454545,1.222222,4.016667,5.477273,0.454545,36,22.805556,98.861111,0.5,0.215217,0.202174,0.082609,0.444444,19.555556,3.126944,0.560292,Intermediate
4.305524,0.42841,12.759151,11.183673,-224.298583,10.553191,20.244898,19.076923,1.918367,1.807692,0.711538,0.43617,0.788462,0.180851,0.326923,1.061224,2.468085,4.461538,0.326923,49,20.244898,78.204082,0.507014,0.308617,0.106212,0.078156,0.331169,16.88961,2.905995,0.503024,Intermediate
4.753715,0.516985,15.867317,12.291667,-158.200655,11.445652,21.9375,21.06,1.916667,1.84,0.82,0.456522,0.84,0.23913,0.44,1.041667,3.152174,5.8,0.44,48,21.9375,93.458333,0.496528,0.279514,0.128472,0.095486,0.440994,31.310559,3.956675,0.547009,Intermediate
4.778249,0.481638,12.815565,12.029412,-163.465303,11.605634,24.235294,21.684211,2.088235,1.868421,0.973684,0.450704,0.842105,0.309859,0.578947,1.117647,3.239437,6.052632,0.578947,34,24.235294,99.970588,0.537931,0.296552,0.105747,0.05977,0.348837,15.697674,2.801578,0.527913,Intermediate
4.555133,0.493029,13.848767,10.893617,-129.907529,10.044944,19.021277,18.244898,1.893617,1.816327,0.734694,0.41573,0.755102,0.168539,0.306122,1.042553,2.617978,4.755102,0.306122,47,19.021277,76.468085,0.452954,0.326039,0.146608,0.074398,0.375839,21.04698,3.243993,0.511186,Intermediate
